  always ,  Reading #zizek before bed is always a recipe for a nice 
  nice ,  @markjax22 nice parking with the corvette #sarcasm http. //t.co/dsZhRJHhSL
  nice ,  Nice to see Step playing inspired after being named to Olympic team.  #sarcasm #NYR
  nice ,  Its a good thing it's nice and warm outside so waiting 4evaNaDayfor this bus doesn't bother me #sarcasm #TTC
  nice ,  But it's always nice buying stuff for a Halloween costume that I don't get to wear. #sarcasm
  nice ,  I am just sooo nice to people. #Sarcasm
  nice ,  Nice start for Michigan State 
  nice ,  It's always nice to hear from you. #sarcasm
  nice ,  Nice to know se friends are supportive... #sarcasm
  nice ,  Jeb is such a nice person #sarcasm
  nice ,  Nice way to end my day #sarcasm
  nice ,  @kenzieeekennon @stellaamiaa wow
  nice ,  What a lovely day outside today. Nice and rainy #sarcasm #rainyday
  nice ,  @CollegeGameDay Eminem flipping off the tv audience? Nice.#sarcasm
  nice ,  Nice to see Scandrick earning his extension money on that #Packers TD pass. #sarcasm
  nice ,  My brother dosent listen to me at all. It's nice to have him home #sarcasm
  nice ,  nice to know you're there for me #sarcasm
  nice ,  Olly walked in
  nice ,  Well I did look nice this morning until I cried all my make-up off and my hair has gone wavey in the wind #brilliant #sarcasm
  nice ,  Always nice to know #sarcasm #minor #allowit
  nice ,  I think life is watching me struggle through school and work and having a good laugh. It needs to start being nice. #sarcasm #butseriously
  nice ,  That's nice. #sarcasm #fuckcattiness
  nice ,  Well that was a nice hour and a half commute home... #sarcasm #veryheavysarcasm #earlyrisers #amigos
  nice ,  It's nice gettin yelled at for eating dinner tht u cooked for everyone n not decorating a tree. O! #sarcasm
  nice ,  Nice one
  nice ,  Up nice and early on Boxing Day
  nice ,  RT @cormac_coleman.  Well done united on there capital one cup win! Nice to see that use didn't over reacted! #sarcasm #ha
  nice ,  Nice conversation today ! #sarcasm
  nice ,  @trenni one of the nicest smiles in television! Trenni's smile is nice too! #DOH #sarcasm! #IfIDidntLikeYouIWouldntPickOnYou ! Ha ha!
  nice ,  Nice job today Bears!!! #sarcasm #LovieforDC
  nice ,  Nice night for a walk!! #sarcasm
  nice ,  Nice to know who you can go to when your down... #sarcasm
  nice ,  Don't worry Leicester
  nice ,  So nice that people are actually noticing me here aw #sarcastic
  nice ,  It's nice to be home for the first time in 6 weeks and not have any plans #sarcasm #nofriends
  nice ,  @Arianadorsh nice save #sarcasm
  nice ,  I'm glad you're so nice to me before I leave. #sarcasm
  nice ,  @Brendan62 in Vegas or somewhere nice? 19 here in Maine &amp; down a car. threw a rod tonight. Love it #Sarcasm
  nice ,  Suck internet connection from IM3 now . D. Error Samsung Galaxy Note . D. Nice! . D #sarcasm #fakesmile
  nice ,  Ooh fun. I feel a migraine trying to make itself known. That's nice. #sarcasm
  nice ,  sometimes i wish @itsgiankaiser wasn't so nice.. #sarcasm
  nice ,  @Cgelinas15 aww too nice..... #sarcasm
  nice ,  @JonRothstein Nice way to show thanks to Murray St. for sticking with him through off-court issues.
  nice ,  Nice to see the lady at the Dunks next to our station
  nice ,  #mytattooaddiction = freak show with horrendous tattoos. Nice one ch4. #sarcasm
  nice ,  RT @zabmustefa.  Oh how nice of them.  Afghan Taliban condemn Peshawar school attack #sarcasm http. //t.co/itFsKXxDqP
  nice ,  Mum and Ian have had a nice little argument. First one ever. #sarcasm
  nice ,  @LitchBitch Sounds like a nice guy.... #sarcasm
  nice ,  Nice seeing you #subtweet #sarcasm
  nice ,  @laurenfreeman93. At least you had a nice day out. I had a lovely time at work... #Sarcasm.
  nice ,  Nice of Pitt to be so proactive. #sarcasm
  nice ,  #fibromyalgia Nice
  nice ,  My boy Sam Hurd! Nice! #Sarcasm
  nice ,  Nice robe!!!#sarcastic
  nice ,  Nice to know I'm needed. #sarcasm #areyoukidding
  nice ,  Jetlag nice to meet you... #sarcasm #yousuck
  nice ,  Nice to see the Syracuse community coming together to support the football program in a HUGE game.  #sarcasm
  nice ,  @Kevinmkeenan @CrackedSidewlks don't have to watch BTN for 2 years. We will be on Fox next year. Nice halftime show today. #sarcasm
  nice ,  Nice subtweet. Totally couldn't tell it wasn't about me or anything #sarcasm
  nice ,  it must be nice being able to sit on your ass all day and have everything handed to you on a silver platter... #not #sarcasm #sorrynotsorry
  nice ,  Well that was a nice way to end our conversation #sarcasm (-. 
  nice ,  Nice...Ontario gave MLSE $500k for NBA All Star game. Money was just laying around anyway; wouldn't be useful for anything else. #sarcasm
  nice ,  Well nice to know familys here -.- #sarcasm
  nice ,  @colterwood @AdsparkComm @bigpapalausch @QCaDub @jonathondistasi Nice move for my Celts as well... #sarcasm
  nice ,  RT @ara22t.  Dear friends
  nice ,  Well the weathers really nice #sarcasm
  nice ,  Roads are looking so nice...#Sarcasm #Danger #Zone http. //t.co/XWjT3PhLBB
  nice ,  This is where #Burnaby pet stores get their puppies. Nice... #sarcasm #cityofburnaby @BurnabySav @BurnabyDan http. //t.co/3rIj26MNzK
  nice ,  RT @christinaaaaa19.  Nice to know that people care about me #sarcasm
  nice ,  @BreitbartNews nice job trashing on @glennbeck. Nothing like going against everything Reagan stood for. http. //t.co/oP5dOXgFaG #sarcasm
  nice ,  A lot of things I say are sarcastic ... Might sound like I'm being funny or nice nope it's #sarcasm
  nice ,  A nice angry letter to the neighbours on a sunday. God I love living here #sarcastic #hateflats #neveragain
  nice ,  Nice non-call on that face mask
  nice ,  Also
  nice ,  @latenitegirls @NikkiBalch oh yes I have a fun walk everyday. With many nice ice patches. #sarcasm
  nice ,  That was nice of you #Sarcasm
  nice ,  Nice 2 be me #sarcasm
  nice ,  well tonights a fun nice #sarcasm
  nice ,  Oh so nice of you to text back. D -.- #Sarcasm
  nice ,  Nice to see #Australian fans celebrate with dignity and style. #Sarcasm #Ashes
  nice ,  Yes guys because the girl you like has nice boobs and a nice butt means she going to have a wonderful personality! #sarcasm
  nice ,  @sexualscientist Wait
  nice ,  @skyhd Thanks for answering my tweets. And the wonderful service. Nice to know you just want to lie to reel customers in #sarcasm #greedy
  nice ,  Well it's nice to know my best friend cares about me . #sarcasm
  nice ,  @m_hamza_latif @lila_kaddu OMG! That was such a nice come back! #Sarcasm
  nice ,  @LordMinion777 why wade! WHY!!!!! why cant you be nice to people #sarcasm
  nice ,  @momusa95 oh would you? That would be so nice of you! #sarcasm
  nice ,  Nice talking to you too. Appreciate it #Sarcastic
  nice ,  Well that was nice drive to Geneva and back... #sarcasm
  nice ,  Nice throw away Stave. #sarcasm #ThanksObama
  nice ,  So glad our mr taxi man is oh so nice #not #sarcastic #awkwardturtle @Autumn_Rachelle @presnicole1
  nice ,  RT @BogsWBZ.  Awful commute - nice to see people taking it extra slow with the first (few) snowflakes of the season #sarcasm #wbz
  nice ,  It's so nice having the family together... #sarcasm #disfunctional #isitoveryet
  nice ,  It's really nice when people stay in touch . ) #sarcasm
  nice ,  S/O to @keys_morgan for being nice! #sarcasm
  nice ,  Get serious... RT @CLoprestiWFAN.  Nice to see the Rangers responding well to last night's messy performance. #Sarcasm #NYR
  nice ,  Wow... NFL... I know you are trying to make it up to the Saints
  nice ,  Glad to see that spell of nice weather started and ended yesterday during day! Wouldn't want to much of that! Nope!
  nice ,  RT @Zander1771.  @NPoteet2 oh nice!! Only four more months! Lol #sarcasm #hungry
  nice ,  Nice weather coming... #sarcasm http. //t.co/l9pIZ6mrgL
  nice ,  RT @SethTaylorBryan.  Nice to see a couple SC women rocking the camel toe today #sarcasm #PutThatShitAway
  nice ,  RT @rose_salazar15.  Nice family 
  nice ,  RT @LennoxLewis.  @piersmorgan ha!  Nice to finally see u passionate about something! #sarcasm
  nice ,  Nice tip out
  nice ,  @03Nmarquez oh yes and your SO nice #sarcastic
  nice ,  So nice of @kengurnick to try &amp; prove a point by leaving Maddux off his ballot for the #HOF. #sarcasm #travesty #shouldbeunanimous
  nice ,  Its always nice to know you were a backboard to some body elses relationships #sarcasm
  nice ,  Nice to see Kevin Harlan picked up some current game notes. #sarcasm
  nice ,  @missyfawkes where'd it go? Anywhere nice? #sarcasm
  nice ,  It's very nice of Midnight Red to show love to their Montreal Redheads #sarcasm
  nice ,  No pressure on Foles on 3rd down. Nice play call. #sarcasm
  nice ,  Well isn't that nice to wake up to...... #sarcasm
  nice ,  Wooooow that's the game. Nice going cowboys. #sarcasm
  nice ,  @alliedise - nice birthday celebration. January in Chicago is the best time to be here! #sarcasm
  nice ,  Must be nice to not give a crap about your problems and just fall asleep. Figures... 2015 is off to a great start #sarcasm
  nice ,  Nice effort
  nice ,  I'm nice to everyone and still get treated like shit. Makes sense #sarcasm
  nice ,  it's nice to know I've got people who have by back though #sarcastic
  nice ,  This new update is terrible.
  nice ,  RT @darkslimbwoi.  @EnamDeMcklein woow bulls have won 6 games and lost 7 nice stats for a good team loving this stats #sarcastic
  nice ,  This is so nice at 1 am! #sarcasm http. //t.co/DnbvM8LT4y
  nice ,  The National Trust - they seem like really nice people #Sarcasm
  nice ,  Nice to see Bristol City Council supporting local traders #sarcasm http. //t.co/M0Y9NZ2sna
  nice ,  Nice to see the 'foreigners are taking our jobs' comments being extended to football. Classy. #sarcasm
  nice ,  This is a nice unbiased selection of pundits
  nice ,  @molodyko @CkohutW just bc he justifies crimes against humanity
  nice ,  @Cosmopolitan Yeah... that's not Jay. Glad you're keeping up the QC though. Nice work. #sarcasm http. //t.co/epXY1L2BTy
  nice ,  Wednesday looks nice... #sarcasm #weatherwarnings http. //t.co/QFlyuzFhrg
  nice ,  RT @KelsiLee_12.  It's nice to be ignored when you're trying to talk about something important #sarcasm
  nice ,  @DerekBilokraly nice to see you're getting into cycling it's a fun social sport #sarcasm
  nice ,  The fact that my last day of work is the 31st really gives me a nice opportunity to enjoy the rest of my summer #sarcasm
  nice ,  It's nice to be invited places #sarcasm
  nice ,  Thanks to the idiot who feels its acceptable to bump my car and then drive off.  Nice one.  #sarcasm http. //t.co/cjZpeRk0lO
  nice ,  Wooowwwwwwwww pens way to fucking go nice 3rd period #SARCASM
  nice ,  Good morning people on the roof
  nice ,  8 hour drive. How nice .. #sarcastic
  nice ,  What a nice message #sarcasm #misogyny #rude #tumblr http. //t.co/fDOMqQNvf7
  nice ,  RT @Crazy_MUFC_Hass.  SEPP BLATTER decides to Apologise to Ronaldo for his comments. Nice to know there isn't any Bias in FIFA #sarcasm
  nice ,  @jstraziuso @intelwire @New_Narrative the bit abt the guard that heard a female suicide bomber is a nice piece of journalism #sarcasm
  nice ,  Nice to see how many people ship them even if they havent announce anything yet #sarcasm
  nice ,  Nice to see Tony Blair coining it in after many years of self sacrifice to this country #sarcasm
  nice ,  Having WiFi that works all over the house is so nice #sarcasm
  nice ,  Love how nice me and Caitlin are too each other #sarcastic
  nice ,  Dear Spell check
  nice ,  Nice job O-Line #Sarcasm #INDvsHOU
  nice ,  Nice you have a French test at you birthday.. Yeahh.. #sarcasm
  nice ,  RT @KellyJYoung.  What a nice way to mention the fact that she has had yet another head transplant #Hollyoaks #sarcasm
  nice ,  Justin Bieber is a great good role model... And such a nice tourist #sarcasm http. //t.co/NZVRIC8MHq
  nice ,  Nice to see openmindedness &amp; tolerance on the #LivingDolls trend #Sarcasm.
  nice ,  so uh ya nice talkin to ya today #sarcastic
  nice ,  Nice haircut #Sarcasm http. //t.co/cDfe4funXC
  nice ,  Nice rebound for $TSLA today. Up 5%. Let me guess. It's joining the S&amp;P 500? Carl Icahn is buying a stake? Elon Musk just tweeted? #sarcasm
  nice ,  Nice website Obama #sarcasm #youarenttoosmart #gladimnotyourchild
  nice ,  you look nice today
  nice ,  Nice to know my family care #Sarcasm
  nice ,  What nice weather were having today . ( #Sarcasm
